,sold_price,bathroom_ct,bedroom_ct,home_sqft,zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some High School,Rate 25 and Over w/ Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
0,617700,2.5,3,2422,85003,8419,39.5,42936,37766,0.196222829,6750,0.021037037,0.030222222,0.019703704,0.082074074,0.186222222,0.05037037,0.178814815,0.045185185,0.225037037,0.104444444,0.034222222,0.022666667
